Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Nathie,4.6,France,Il semble que réserver avec Booking So très difficile à gérer pour l’établissement qui a mis 10 mn à nous trouver sur se,Le rapport qualité prix est si mauvais que j’ai du mal à le dire...  le lever le matin dans les bois.,Accueil zéro. Traitement à la chaîne sans considération. Petit déjeuner « panier » zéro qualité. Indécent pour ce prix.,Janvier 2020,Commentaire envoyé le 19 janvier 2020,davyCrockettRanch
Beatrice,9.6,France,Exceptionnel,Établissement propre proche du parc ... idéal en famille car une petite cuisine ou l on peut préparer des plats chaud et petit déjeuner super bien équipée pour 6 personnes,Honnêtement rien ...,Décembre 2019,Commentaire envoyé le 14 janvier 2020,davyCrockettRanch
Laure,6.0,France,Mitigés,Très bon accueil mais on s'aperçoit plus tard que nous n'avons pas eu toutes les informations. Lieu très calme et agréable.,"Dans le séjour, trou de 10cm sur 5 dans le plafond + une triangle à rideau non fixée. Pas de savon dans la douche. Chauffage non allumé avant notre arrivée donc il faisait vraiment frais dans le logement. Literie très inconfortable.",Janvier 2020,Commentaire envoyé le 14 janvier 2020,davyCrockettRanch
Jenny,5.0,Belgique,Passable,,"Dans une des salles de bain, le chauffage ne fonctionnait pas, dans le description, il est qu il y a un four hors il n y en avait pas,  grille pain défectueux d où les plombs ont sauté, pas de serviettes de bain j ai dû en demander",Janvier 2020,Commentaire envoyé le 14 janvier 2020,davyCrockettRanch
Anonyme,8.0,France,plutôt agréable,le cadre de l’établissement,le bruit des voitures et la terrasse sol très glissant,Janvier 2023,Commentaire envoyé le 9 janvier 2023,davyCrockettRanch
Anonyme,7.0,France,bien il aurait pu être très bien si la piscine était plus chaude,"l’ensemble du complexe, la localisation, le cadre, le personnel, le logement",la piscine je suis venu ac mon bébé de 18 mois impossible de le mettre à l’eau au vu de la température,Décembre 2022,Commentaire envoyé le 28 décembre 2022,davyCrockettRanch
Anonyme,8.0,France,au top,tranquillité du bungalow . lit confortable,rien,Novembre 2022,Commentaire envoyé le 20 novembre 2022,davyCrockettRanch
Anonyme,9.0,France,très sympa a refaire,"bungalow propre bien situé et lieu très calme. personnel très agréable, la boutique vraiment sympa et pour finir la piscine vraiment très bien et propre.",manque quelque prise de courant. il manqué pas mal de couvert dans le bungalow. et le lave vaisselle était à moitié cassé.,Septembre 2022,Commentaire envoyé le 26 septembre 2022,davyCrockettRanch
Anonyme,7.0,France,sympa on reviendra,"emplacement top , logement très spacieux bien organisé propre , repas copieux , restos sur place , le personnel d’une énorme gentillesse",la piscine un peu froide dommage,Septembre 2022,Commentaire envoyé le 16 septembre 2022,davyCrockettRanch
Anonyme,9.0,Belgique,au top !,le cadre,rien,Mai 2022,Commentaire envoyé le 30 mai 2022,davyCrockettRanch
Anonyme,8.0,Belgique,Très bien,,Lits peu confortables,Octobre 2021,Commentaire envoyé le 17 octobre 2021,davyCrockettRanch
Anonyme,7.0,Belgique,Bien,"L'environnement, le calme, la piscine +++","Le lit qui grince, et pas de super bonne qualité.",Octobre 2021,Commentaire envoyé le 7 octobre 2021,davyCrockettRanch
Anonyme,8.0,France,Très bien,On nous offre des cartes qui nous donnent accès gratuitement au parking de Disney ce qui es plutôt sympa. Le personnel est top. Réactif et souriant. L'ambiance est immersive.,"L'eau de la piscine était fraîche et le jacuzzi fermé ce qui était dommage car je restait qu'une nuit Le sèche cheveux est sous caution non précisé lors de la prise de chambre, ni sur Booking.",Octobre 2021,Commentaire envoyé le 5 octobre 2021,davyCrockettRanch
Anonyme,9.0,Belgique,Fabuleux,Très bien équipée,Les serviettes était sales ainsi que la poubelle non vidée Mais le reste était très propres,Octobre 2021,Commentaire envoyé le 3 octobre 2021,davyCrockettRanch
Anonyme,8.0,France,Très bien,,La température de l'eau de la piscine,Septembre 2021,Commentaire envoyé le 28 septembre 2021,davyCrockettRanch
Anonyme,9.0,France,Fabuleux,"Le cadre, le logement bien grand et l'ambiance du site",L'adresse figurant sur votre site est l'ancienne adresse,Septembre 2021,Commentaire envoyé le 28 septembre 2021,davyCrockettRanch
Anonyme,9.0,France,Fabuleux,"Piscine superbe, personnel accueillant.  Vaut le coup d’œil.",La distance entre la réception/activités et le bungalow. Pas de petit déjeuner continentale,Septembre 2021,Commentaire envoyé le 21 septembre 2021,davyCrockettRanch
Anonyme,9.0,France,Fabuleux,L’endroit la piscine,Manque un tir bouchon☺️,Septembre 2021,Commentaire envoyé le 15 septembre 2021,davyCrockettRanch
Anonyme,8.0,France,Très bien,"La vue sur les arbres, le calme","Déco vraiment bof bof, le reste OK",Août 2021,Commentaire envoyé le 28 août 2021,davyCrockettRanch
Anonyme,8.0,France,Très bien,Le cadre est très agréable. Les logements sont très correct et très conviviaux pour une famille. Le plus la piscine pour les enfants c’est top. Bonne surprise avec les cartes passe Disney le parking à Disneyland est offert,,Août 2021,Commentaire envoyé le 18 août 2021,davyCrockettRanch
Anonyme,8.0,Belgique,Très bien,"J’adore le contexte, les gites sont top  Nous avons passer un beau séjour","La poubelle de cuisine n’était pas vidée, les serviettes de salle de bain n’était pas propre. Pas de papier wc non plus dans les deux toilettes.",Août 2021,Commentaire envoyé le 9 août 2021,davyCrockettRanch
Anonyme,7.9,France,Bien,"La literie étaient très bien ,et avoir 2  salle de bain c’était nickel",Le manque de signalisation quand on arrive de nuit,Mars 2020,Commentaire envoyé le 1 mars 2020,davyCrockettRanch
Anonyme,7.0,France,Bien,Piscine. Équipement des ranchs. Présence de la  petite supérette. 2 salles de bain et 2 toilettes,Qualité de la literie médiocre. Grince énormément et très mal au dos le matin,Février 2020,Commentaire envoyé le 1 mars 2020,davyCrockettRanch
Anonyme,9.0,France,séjour parfait pour déconnecter,superbe piscine - ambiance sympathique - proche du parc Disneyland avec accès gratuit au parking - logement parfait pour une famille - personnels au top,,Février 2020,Commentaire envoyé le 26 février 2020,davyCrockettRanch
Anonyme,8.8,France,Superbe,Le reste est super,"Les matelas étaient trop mou, c'est dommage.",Février 2020,Commentaire envoyé le 17 février 2020,davyCrockettRanch
Anonyme,9.0,France,Fabuleux,Tout le reste la piscine extra (personnel au top a l'accueil du soir )le cottage impec les parcs disney toujours aussi propre dommage pour les personnages car compliqué avec l'application mais on a réussi à avoir mickey et restaurant hakuna matata très bon.,Le seul petit bémol la plinthe qui est arraché dans la chambre parentale heureusement mon mari sa coupure était superficiel donc séjour non gâché ouf,Février 2020,Commentaire envoyé le 6 février 2020,davyCrockettRanch
Anonyme,6.0,France,plutôt Bonne impression sur le coup mais bungalow pas à la hauteur de nos attente,l’emplacement de l’hôtel dans la nature entouré d’arbres,arrivé dans le bungalow  il n’y avait pas d’électricité nous avons du appeler la réception et attendre l’arrivée d’un techniciens pour réglé le problème de l’attente encore… il  nous étions  gelés les radiateurs auraient ils dû être allumé avant notre arrivé ?? en novembre pluvieux nous aurions bien appréciés que ce soit le cas. car il faisait  froid. ensuite la douche parentale n’était pas nickel le tour de la porte tout simplement pas propre!,Novembre 2022,Commentaire envoyé le 4 décembre 2022,davyCrockettRanch
Anonyme,10.0,France,super séjour à renouveler,"proche de la nature, la piscine et les infrastructures la thematisation est top",rien,Avril 2022,Commentaire envoyé le 13 avril 2022,davyCrockettRanch
Anonyme,5.0,France,Déception des changements.,Nous connaissions déjà l endroit. Les chalets ont bien changé. Plus grands. Deux salles de bain. Deux WC. Mettre une table sur la terrasse est bienvenu.,"Alors que les chalets à proximité étaient vides, on nous a mis au fond. A 15 minutes à pieds de la place du village. Pour revenir de la piscine avec des enfants en pleine nuit... Pas évident.  Pas de dessus de lit à motif comme avant,juste des couettes blanches. Les prestations gratuites proposées au début de l ouverture n existent plus et c est bien dommage: loups et Rennes ne sont plus là, ni les poneys. (limite on peut comprendre). Le jeu de piste pour trouver la cabane de davy crockett non plus. Le parcours sportif extérieur non plus....... Bref.. Très déçus. Heureusement, je n ai pas payé les 488 euros la nuit pour 6. La prochaine fois, nous irons au village nature center parcs ouvert juste à côté. Il offre de meilleures prestations et beaucoup moins cher.",Octobre 2021,Commentaire envoyé le 9 octobre 2021,davyCrockettRanch
Anonyme,3.0,France,Moyen,La proximité avec le parc et la piscine,Le logement était prope par contre il n'y avait pas de sèche cheveux seulement 4 serviettes pour 6 pour 4 jours le logement n est pas nettoyer pendant le séjour seul notre poubelle a était vider par contre nos serviette non jamais était changer malgré une demande faite a la reception On a pas aimer le fait qu il n y est que 2 chambres dont une pour 4 personnes et la literie est vraiment désagréable on.ne reviendra pas,Septembre 2021,Commentaire envoyé le 29 septembre 2021,davyCrockettRanch
Anonyme,6.0,France,Peu mieux faire vu le prix,"L'emplacement. L'ambiance est sympa. Les mobilhomes sont bien agencés. L'accueil adorable. La piscine, bien que froide... Est sympa.","Les lits : une catastrophe. Ils grincent et bougent+++ donc si votre collègue de lit Bouge d 1cm vous rebondissez comme ds un trampoline, impossible de ne pas se reveiller 10 fois ds la nuit... On a fini par se séparer, 1 ds le salon, 1 ds le lit. La surprise des enfants : qd vous arrivez on donne un questionnaire à remplir en disant aux enfants :remplissez le vous aurez une surprise à la boutique ! Les enfants ne pensent qu'à ça vu les boutiques Disney. Et la surprise est.... Une pauvre feuille ""diplôme de trappeur"", 😅. Évidemment on est ds la boutiquee, déception ultime... Ben on achète un truc... Bien joué pr le chiffre d'affaire mais pas pr fidéliser les parents... Équipement cuisine minimaliste. Même pas un bol. Pas de torchon. Le restaurant hors de prix pr ce que c'est.",Août 2021,Commentaire envoyé le 25 septembre 2021,davyCrockettRanch
Anonyme,6.0,France,Agréable,La piscine,"Les lits n'étaient pas confortables, matelas durs et sommiers qui grincent Le bungalows à notre arrivée n'était pas très propre, les toilettes sentaient l'urine et nous avons trouver des papillons de nuit morts dans les chambres",Août 2021,Commentaire envoyé le 22 août 2021,davyCrockettRanch
Anonyme,1.0,France,Séjour non réalisé codiv 19 en attente de remboursement. Booking .com,J’attend mon remboursement car l’hôtel était fermé pour codiv 19 et ne pouvait nous recevoir,Rien,Mars 2020,Commentaire envoyé le 27 mars 2020,davyCrockettRanch
Anonyme,9.6,France,Bien,Bon rapport qualité prix  Très propre Linge de lit et serviette fournit Bien équipée  Satisfait de notre séjour  Personnels très agréable  Piscine au top mais un peu froide,"Bungalow un peu vieillissant (gonds, bord de fenêtre) Lave vaisselle qui restait allumé même avec le bouton éteint Lit individuel type lit pliant d’appoint  Qualité de la literie moyenne Piscine top mais un peu froide",Mars 2020,Commentaire envoyé le 9 mars 2020,davyCrockettRanch
Anonyme,10.0,France,Très bon séjour,"Personnel très sympathique et arrangeant (à l'accueil, nos cartes d'accès prévues pour le lendemain n'étaient pas prêtes, donc le personnel a pris le temps de nous les imprimer gentiment pour éviter d'y retourner le lendemain matin ; à la piscine, Stéphane, accueillant et attentionné : nous donne un petit sachet pour nos maillots de bain mouillés à la sortie...) Bungalow très spacieux, et bien agencé, propre 2 sdb c'est appréciable pour les enfants et les parents",Bon le couvre lit mickey un peu vieillot 😂,Février 2020,Commentaire envoyé le 29 février 2020,davyCrockettRanch
Anonyme,4.0,France,On y retournera plus dommage,La piscine au top,"Une literie plus qu'horrible, impossible de dormir à cause d'un matelas dur comme de la pierre et un sommier qui grinçait à chaque mouvement pour la chambre parentale et pas mieux pour la chambre des enfants. Vraiment déçue du vol à ce prix",Février 2020,Commentaire envoyé le 19 février 2020,davyCrockettRanch
Anonyme,6.0,France,Agréable,Chambre,Bruit vmc,Février 2020,Commentaire envoyé le 16 février 2020,davyCrockettRanch
Anonyme,4.6,France,Décevant,Rien,Publicité mensongère pas de piscine !  Lit qui craque !,Janvier 2020,Commentaire envoyé le 25 janvier 2020,davyCrockettRanch
Michael,7.0,Irlande,,"Bonne taille, cabine confortable","J'ai séjourné du dimanche au vendredi et je n'ai pas eu de papier toilette, pas de changement de poubelle, pas de serviettes changées. Ménage inexistant.",Janvier 2023,Commentaire envoyé le 6 janvier 2023,davyCrockettRanch
