Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Zipi,1.0,62,Inconnu,Rien ne nous a plu dans cet hôtel si ce n'est le personnel charmant et accueillant (Candice à la réception. La vendeuse à la supérette. La personne de service qui a complété les éléments qui manquaient dans la chambre).,"Nous étions 3 nuits à l'hôtel. Nous ne savons pas comment cet hôtel a reçu le score indiqué. Le bungalow est vieux et usé. Tout a l'air bon marché. Éclairage faible. Le canapé grince bruyamment à chaque utilisation. La chambre principale est si petite qu'il n'y a même pas de place pour un seul chariot. La distance entre le bungalow et la piscine/la réception/la supérette est si grande qu'on ne peut s'y rendre qu'en voiture. Il est impossible ""d'envoyer les enfants"" à la piscine car outre le fait qu'elle soit loin, la route longe la forêt et il n'y a ni trottoir ni éclairage (ne se sent pas en sécurité). On sent que l'hôtel est ""économe"" dans tout ce qui concerne l'accueil. Par exemple : la lumière dans les chambres est jaune et tamisée / pour recevoir un kit de nettoyage des ustensiles de cuisine (qui comprend un flacon de 20 ml de liquide vaisselle, une éponge. un chiffon. 2 cubes de savon à vaisselle), il faut se rendre à la supérette et pancarte (!!) pour recevoir le ""trésor"" / Il faut tout demander : du savon pour la salle de bain. Des serviettes propres. Nous n'avons eu qu'un seul sac poubelle alors qu'ils savaient qu'ils étaient là depuis trois jours. Le bungalow nous avons eu un rideau déchiré. Un lit dans la chambre des enfants était cassé (heureusement nous n'en avions pas besoin). L'évier de la cuisine était bouché et il y avait une inondation sous l'évier. Si vous voulez un sèche-cheveux ou un fer à repasser, vous il faut faire la queue, laisser une caution de 30 à 50 euros par article puis faire la queue pour le rendre.A cause du sentiment de ""frugalité"" (le menu du petit déjeuner médiocre) nous avons renoncé aux repas sur place... et en plus de tout ça - Avant notre arrivée, nous avions des questions, mais il n'y a tout simplement pas eu de réponse au téléphone et pas de réponse par mail (les coordonnées que nous avons reçues avec la confirmation de commande).",20,Commentaire envoyé le 12 septembre 2022,5
Angelo,6.0,90,Inconnu,"la structure est belle et entourée par la nature, dommage qu'il y ait peu de services de transport pratiquement inexistants. si tu n'as pas de voiture tu es abandonné","il n'y a pas de moyens de transport, de navettes ou quoi que ce soit d'autre pour se déplacer de la structure vous êtes obligé de prendre des taxis très chers",20,Commentaire envoyé le 11 septembre 2022,5
G,5.0,41,Inconnu,Personnel sympa,"Matelas, sommier à lattes cassés, pommeau de douche cassé, pression de l'eau très douce, pas de nettoyage entre les deux (serviettes sales) et trop peu de sièges/canapé pour 4 personnes.",20,Commentaire envoyé le 11 septembre 2022,5
Teresa,10.0,4,Inconnu,Tout. C'était un endroit magnifique et magique. Tranquillité au milieu de la forêt. Mais avec tout le confort. Les deux cabines. Piscines. Park.restaurant..propre et bien entretenu. Et le personnel très sympathique et attentionné. Si nous retournons à Disney nous y retournerons,Nous avons tout aimé.,20,Commentaire envoyé le 10 septembre 2022,5
David,10.0,4,Inconnu,Piscine,Inconnu,20,Commentaire envoyé le 9 septembre 2022,5
Faisal,5.0,82,Inconnu,A proximité de Disneyland,"Le clairon est tout petit, ce qui n'est pas prévu, contrairement aux photos, et le montant est très exagéré, et je ne renouvellerai pas la réserve",20,Commentaire envoyé le 3 septembre 2022,5
Martin,10.0,30,Inconnu,"Nous avons spontanément réservé une nuit ici avant notre visite à Disneyland Paris. Super espace piscine pour les enfants. Cottage bien équipé pour la restauration (cuisine pour le dîner et le petit-déjeuner). A l'enregistrement, on nous a donné un Disneyland MagicPass gratuit pour un parking gratuit à Disneyland et l'accès au parc 1 heure avant son ouverture. Meilleure décision !",Inconnu,20,Commentaire envoyé le 3 septembre 2022,5
Jelke,6.0,41,Inconnu,la conception spacieuse,Qu'il n'y avait pas de produits de nettoyage disponibles et qu'ils n'étaient pas en vente dans le magasin. L'eau du lavabo ne s'écoulait pas correctement.,2,Commentaire envoyé le 24 août 2022,5
Cristina,6.0,4,Inconnu,Inconnu,La propreté laissait beaucoup à désirer. Nous avons dû aller à la réception pour faire nettoyer à nouveau le bungalow et c'était toujours normal.,2,Commentaire envoyé le 23 août 2022,5
Karin,3.0,41,Inconnu,Inconnu,"Porche affaissé, bas du chalet affaissé à plusieurs endroits. Dangereux!! La porte coulissante à l'intérieur ne pouvait pas se fermer. Mal nettoyé. J'ai séjourné au Crockett avant et je n'ai jamais eu une aussi mauvaise expérience.",2,Commentaire envoyé le 20 août 2022,5
Tamara,10.0,79,Inconnu,tout sauf la table à manger mss un peu trop petite pour 6 personnes,Inconnu,2,Commentaire envoyé le 15 août 2022,5
Koren,10.0,62,Inconnu,"Emplacement incroyable, service cordial et dévoué.",c'est rien,12,Commentaire envoyé le 27 juillet 2022,5
Cristina,6.0,4,Inconnu,l'emplacement proche de disney,"au mois de juillet des guêpes partout, impossible de sortir de la cabine et quand on ouvre les portes elles se faufilent dans la cabine. Quelque chose d'exagéré, je n'avais jamais rien vu de tel",12,Commentaire envoyé le 27 juillet 2022,5
Andreas,5.0,26,Inconnu,Inconnu,"Le logement aurait besoin d'être modernisé et de mieux refléter le niveau des prix. Literie en dessous des normes, équipement de cuisine insuffisant, check-in obsolète avec remise des clés, kit de nettoyage à récupérer en boutique, la baignoire n'avait pas tout fonctionné comme un toboggan. Serviettes et linge de lit de nature simple. On attend plus d'un hébergement Disney. Le plus est l'emplacement de Disneyland, qui peut être atteint rapidement en voiture. Bon agencement avec deux toilettes/douches.",12,Commentaire envoyé le 27 juillet 2022,5
Marieke,4.0,41,Inconnu,le logement était très sale. n'a pas été nettoyé,Inconnu,12,Commentaire envoyé le 26 juillet 2022,5
Maya,10.0,62,Inconnu,"Une cabine charmante, spacieuse, confortable et bien équipée. Il y a un supermarché dans le complexe pour acheter tout ce dont vous avez besoin pour vous préparer à manger. Nous n'étions qu'une nuit (dommage) et n'avons pas utilisé les installations de l'hôtel.",Les lits sont très bruyants.,12,Commentaire envoyé le 23 juillet 2022,5
Efrat,5.0,62,Inconnu,Nous n'avons rien aimé,Inconnu,12,Commentaire envoyé le 18 juillet 2022,5
Sylvie,6.0,30,Inconnu,Le personnel était vraiment sympa. La piscine était super pour nos pauses déjeuner.,"Malheureusement, notre bungalow n'était pas très propre lors de notre emménagement (chapelure dans la cuisine, lit bébé sur la table de pique-nique). Notre télévision ne fonctionnait pas et même après plusieurs appels, personne n'est venu la réparer. Le bungalow aurait besoin d'être rénové et se sentait généralement vieux et moisi. Pour le prix je m'attendais à mieux. J'aurais souhaité plus de style Disney pour le ranch en général.",9,Commentaire envoyé le 14 juillet 2022,5
Danielle,6.0,41,Inconnu,bien! un peu vieux mais bien.,- la communication avec l'emplacement n'est pas possible directement via booking.com. pas de réponse - le petit déjeuner est à emporter et très médiocre,12,Commentaire envoyé le 13 juillet 2022,5
Per,3.0,19,Inconnu,dur à dire,"Beaucoup. Avait payé pour une chambre surclassée. Ils n'en avaient pas tenu compte lors de l'enregistrement. juste par hasard que j'ai demandé et ils en ont pris connaissance. la piscine a de nombreuses fonctions qui ne sont pas utilisées. la glissière est fermée. beaucoup de règles qu'ils pensent s'appliquer sans aucun signe ou avertissement. La cabine est très mal équipée. pas de four. lits durs. pas de chaises confortables. en général, tout l'endroit est assez délabré et pas très bien entretenu.",12,Commentaire envoyé le 12 juillet 2022,5
Bianca,10.0,54,Inconnu,"Endroit très calme, bonnes installations, parking devant la maison. Ambiance Disney. Disneyland est accessible en voiture en 10 minutes.",Inconnu,12,Commentaire envoyé le 9 juillet 2022,5
Abdulla,4.0,82,Inconnu,L'emplacement est en pleine nature,Contraintes d'espace et lits médiocres de manière significative,12,Commentaire envoyé le 8 juillet 2022,5
Marijn,4.0,30,Inconnu,l'emplacement et les installations sont très agréables.,"le lit était cassé et n'était pas droit (le sol en dessous était également cassé). si vous restez ici plus longtemps, c'est une intention très stricte.",9,Commentaire envoyé le 6 juillet 2022,5
Mt,10.0,4,Inconnu,"Les lits très confortables. Avoir deux salles de bain est merveilleux en famille avec deux adolescents. Vous vous garez devant la porte de votre bungalow. Tout près du stationnement Disney; Du moment où vous montez dans la voiture jusqu'au parking à Disney, environ 8 minutes. La piscine est super.","Pour mettre un mais... j'ai demandé les badges des 30 ans et ils m'ont dit qu'ils ne les avaient pas , mais j'en doute, car j'ai vu d'autres personnes avec les badges.",9,Commentaire envoyé le 29 juin 2022,5
Laura,10.0,4,Inconnu,"La chambre était prête à l'avance. Le personnel est très sympathique et les installations sont très agréables, confortables et très bien décorées !",Inconnu,9,Commentaire envoyé le 27 juin 2022,5
Rui,5.0,46,Inconnu,la nature,Distance de la chambre à la réception. Les restaurants n'ouvrent pas avant 18h. Nous n'avions pas d'eau chaude dans la chambre.,9,Commentaire envoyé le 24 juin 2022,5
Tinot,10.0,4,Inconnu,"L'environnement, la piscine, la cabane et le personnel qui ont été très attentionnés",Qu'il n'y a plus de personnages et qu'ils ne m'ont pas donné de badge 30e anniversaire comme ils le font dans le reste des hôtels Disney,9,Commentaire envoyé le 23 juin 2022,5
Hassan,10.0,44,Inconnu,"Il n'y a pas de service de transport vers et depuis Disneyland, étant donné que le complexe fait partie de leur groupe",Inconnu,9,Commentaire envoyé le 23 juin 2022,5
Sabrina,4.0,30,Inconnu,L'emplacement est bien sûr génial. Bien que vous puissiez utiliser la piscine et que vous puissiez vous garer gratuitement à Disneyland Paris est un avantage. Et bien sûr la demi-heure avant dans le parc.,"Nous y étions il y a 4 ans et c'était vraiment sympa. Cette année, c'était très sale, usé. Il y avait un mini évier à tube à ramasser. Les gels douche dans la salle de bain n'étaient qu'à moitié pleins, avaient l'air usés. Assez grossier. En plus de ça l'eau puait le chlore, vraiment pas possible de se doucher ou de se laver les mains avec. Nous étions alors dans la piscine, qui a l'air vraiment bien, mais il faisait un froid glacial. Partout où les portes étaient ouvertes, l'eau de la douche n'était que tiède. Bref très très dommage. Je soupçonne que l'hébergement pense que si c'est au tour de Disney, ce serait suffisant, malheureusement pas tel que nous le trouvons",4,Commentaire envoyé le 21 juin 2022,5
Via,10.0,30,Inconnu,"Que tu es pour toi. Chacun sa cabane en rondins. Le grill devant chaque hutte est également excellent, que nous avons également utilisé avec toute la famille. Le saloon et la boutique, directement à la réception, sont tout à fait recommandables. Il y a aussi plusieurs tables de ping-pong que tout le monde peut utiliser (nous avons apporté nos propres raquettes).C'était une super petite pause.","Les couverts de la hutte pouvaient facilement se plier lors de la coupe de la viande. Ce qui n'était pas si bon non plus qu'il y avait deux rideaux occultants différents dans la chambre. Comme l'un était beaucoup plus court, beaucoup de lumière brillait dans la pièce tôt le matin.",9,Commentaire envoyé le 19 juin 2022,5
Maria,10.0,4,Inconnu,tout disney et la piscine pour que les enfants ne se noient pas,nettoyer la chambre jusqu'au 6ème jour ils ne la nettoient pas,9,Commentaire envoyé le 18 juin 2022,5
Saad,6.0,82,Inconnu,Inconnu,"Le prix du logement est très élevé .. les insectes .. la propreté n'est pas bonne .. la climatisation est uniquement dans le hall, les chambres n'ont pas de climatisation",9,Commentaire envoyé le 18 juin 2022,5
Nicole,10.0,30,Inconnu,Chambres bien équipées. Bel environnement calme! Employés gentils et courtois. Le magasin avait tout ce dont vous aviez besoin et est bien approvisionné. 10 minutes en voiture de Disneyland,Inconnu,9,Commentaire envoyé le 13 juin 2022,5
Natalja,10.0,30,Inconnu,"personnel agréable, réception 24h/24, la piscine est magnifique. possibilité d'acheter quelque chose.",Inconnu,9,Commentaire envoyé le 13 juin 2022,5
Stephan,5.0,30,Inconnu,"- personnel très sympathique - la nourriture au 'Crockett's Tavern' était plutôt bonne - dommage que le buffet ""à volonté"" ne comprenne qu'une boisson de 0,33 l (ou 0,5 l)","- notre cabane était, comme beaucoup de cabanes, très éloignée de la réception & Co. - ce serait bien s'il y avait un boulanger - nous sommes restés à l'hôtel une journée, mais personnellement il ne se passait pas assez quand on voulait prendre un verre à midi - c'était mort; si vous l'aimez très, très calme, c'est bien sûr agréable pour vous",9,Commentaire envoyé le 12 juin 2022,5
Jorge,1.0,4,Inconnu,"emplacement, tranquillité","Sommiers CASSÉS et ils le savent, beaucoup de gens le mentionnent dans les avis et ne font rien Bien sûr, 500 € la nuit Il manquerait un toit sur la terrasse Il est inadmissible de facturer 500 € la nuit et d'avoir des défauts tels que sommiers cassés dans 3 lits sur 6.",9,Commentaire envoyé le 12 juin 2022,5
Melissa,6.0,4,Inconnu,La situation telle qu'elle est au milieu de la forêt.,"les lits étaient inconfortables et très vieux, les matelas affaissés et les lits faisaient un bruit terrible lorsqu'ils étaient assis. décor complètement désuet. juste une couverture avec un petit dessin de Mickey Mouse dessus. salle de bain petite et inconfortable. le barbecue extérieur, en mauvais état, vieux et cassé. plancher en bois qui fait beaucoup de bruit en marchant. canapé du salon inutilisable, inconfortable, vieux et en mauvais état. Cuisine très peu équipée, tout assez vieux et utilisé. pour le prix qu'on paye...",9,Commentaire envoyé le 11 juin 2022,5
Magdalena,4.0,30,Inconnu,Piscine,Performance des prix de la propreté,9,Commentaire envoyé le 11 juin 2022,5
Dennis,6.0,41,Inconnu,Près du parc.,"Peu de couverts, tas de petites choses dans la maison cassées (prise, arrêt de porte, lumière, portes qui ferment mal). La piscine était froide. Le personnel est sympathique mais peu parlent anglais. La route principale était à proximité et très bruyante.",9,Commentaire envoyé le 7 juin 2022,5
Axelle,6.0,79,Inconnu,"Personnel amical et serviable à la réception, belle piscine et restaurant confortable / agréable.",Des lits très mais aussi très durs ! Très mauvais pour le dos a vraiment besoin d'être remplacé,9,Commentaire envoyé le 5 juin 2022,5
Ilse,10.0,79,Inconnu,"Personnel très très sympathique ! Beaucoup de choses à faire, piscine confortable. Tout était super !",Inconnu,4,Commentaire envoyé le 26 mai 2022,5
Thomas,2.0,41,Inconnu,La nature,"Quelle piscine dramatique c'est! Il fait un froid glacial, il y a plus de cassé comme une cascade de toboggans et de jazucci que de travaux. Le personnel derrière le comptoir ne sait rien… il vaut mieux aller chez les voisins - village nature…",4,Commentaire envoyé le 26 mai 2022,5
Cindy,4.0,41,Inconnu,Proximité de Disneyland et capacité à nager. Le séjour est abordable puisque vous obtenez également l'entrée à Disneyland si vous réservez via Disney.,Les lits craquaient terriblement et étaient très proches les uns des autres. Le bungalow est effectivement trop petit pour le nombre de personnes indiqué. Le petit canapé du salon s'affaissait et grinçait si fort que les enfants se réveillaient lorsque nous déménagions. Vous pouvez à peine acheter des aliments sains au supermarché du parc.,4,Commentaire envoyé le 24 mai 2022,5
Paula,10.0,4,Inconnu,Super sympa,Inconnu,4,Commentaire envoyé le 19 mai 2022,5
Ajg,6.0,41,Inconnu,lieu,toute la plomberie était totalement bouchée,4,Commentaire envoyé le 17 mai 2022,5
Michel,6.0,41,Inconnu,Proche du parc.,"Température de la piscine froide (à l'intérieur de la chambre, l'eau de la piscine elle-même était bien). Prix ​​pour 1 nuit (beaucoup) trop cher pour un chalet moyen.",4,Commentaire envoyé le 9 mai 2022,5
Lambertus,3.0,41,Inconnu,emplacement à Disney ok,loft délabré avec 0 confort,4,Commentaire envoyé le 8 mai 2022,5
Ying,6.0,41,Inconnu,Het restaurant,Les cottages étaient très poussiéreux et démodés. Il n'avait pas été nettoyé correctement et le lit double était très dur. Les bancs ne sont pas confortables et attrayants pour s'asseoir. Vous voulez passer le moins de temps possible dans la maison.,4,Commentaire envoyé le 8 mai 2022,5
F,6.0,49,Inconnu,très belle région,"Les lits sont épouvantables, grincent et grincent à chaque tour, me réveillent à chaque fois.",25,Commentaire envoyé le 2 mai 2022,5
Nadja,6.0,61,Inconnu,"L'emplacement du ranch est idéal. Disneyland est accessible en quelques minutes et offre un excellent ""contrepoids"" à l'agitation du parc grâce à l'ambiance calme. L'installation est conçue avec une grande attention aux détails.","Ce que nous avons trouvé dommage, c'est que notre ""maison"" a montré beaucoup d'usure et vieillit un peu. Nous avons apporté notre propre petit-déjeuner. Malheureusement, aucun liquide vaisselle n'était disponible. De plus, les chiffons et les serviettes n'étaient pas disponibles. Malheureusement, un lit était sale. Le rapport qualité prix ne nous convenait pas. À notre avis, le prix est trop élevé, même si la place de parking dans le parc était incluse dans le prix de la chambre. Assurez-vous que les tickets de parking sont inclus dans le prix de la chambre. Sinon, assurez-vous de réserver les billets suffisamment tôt - le parc était complet pendant notre séjour.",25,Commentaire envoyé le 24 avril 2022,5
